,SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,AOD,STT,DLY,DLY_RATE
6229,2019,9,21,토,ARP1,ARP3,A,A1912,A,9:55,0,0.0580979
6230,2019,9,21,토,ARP3,ARP1,A,A1912,D,8:45,0,0.066286325
6231,2019,9,21,토,ARP3,ARP1,A,A1935,A,11:50,0,0.085050344
6232,2019,9,21,토,ARP1,ARP3,A,A1935,D,10:40,0,0.09689173
6233,2019,9,21,토,ARP3,ARP1,A,A1961,A,16:05,1,0.18201688
6234,2019,9,21,토,ARP1,ARP3,A,A1961,D,14:55,1,0.2807868
6235,2019,9,21,토,ARP3,ARP1,A,A1985,A,20:05,0,0.1626508
6236,2019,9,21,토,ARP1,ARP3,A,A1985,D,18:55,1,0.24820179
6237,2019,9,21,토,ARP3,ARP1,B,B1015,A,19:20,1,0.21026817
6238,2019,9,21,토,ARP1,ARP3,B,B1015,D,18:10,1,0.2615188
6239,2019,9,21,토,ARP3,ARP2,B,B1109,A,13:00,0,0.062209338
6240,2019,9,21,토,ARP2,ARP3,B,B1109,D,12:00,0,0.046256036
6241,2019,9,21,토,ARP2,ARP3,B,B1138,A,20:30,0,0.051529527
6242,2019,9,21,토,ARP3,ARP2,B,B1138,D,19:35,0,0.13735655
6243,2019,9,21,토,ARP3,ARP1,F,F1211,A,12:05,0,0.104154825
6244,2019,9,21,토,ARP1,ARP3,F,F1211,D,10:55,0,0.12623996
6245,2019,9,21,토,ARP1,ARP3,F,F1224,A,19:10,0,0.12798357
6246,2019,9,21,토,ARP3,ARP1,F,F1224,D,18:05,0,0.12828031
6247,2019,9,21,토,ARP3,ARP13,F,F1303,A,18:45,1,0.23771414
6248,2019,9,21,토,ARP13,ARP3,F,F1303,D,17:55,1,0.18059275
6249,2019,9,21,토,ARP1,ARP3,H,H1106,A,11:45,0,0.11044723
6250,2019,9,21,토,ARP3,ARP1,H,H1106,D,10:35,0,0.06519544
6251,2019,9,21,토,ARP1,ARP3,H,H1122,A,18:30,1,0.25573042
6252,2019,9,21,토,ARP3,ARP1,H,H1122,D,17:20,1,0.39206332
6253,2019,9,21,토,ARP2,ARP3,H,H1506,A,14:00,1,0.18059275
6254,2019,9,21,토,ARP3,ARP2,H,H1506,D,12:55,1,0.18059275
6255,2019,9,21,토,ARP3,ARP4,H,H1701,A,10:05,0,0.031261295
6256,2019,9,21,토,ARP4,ARP3,H,H1701,D,8:50,0,0.026360184
6257,2019,9,21,토,ARP1,ARP3,I,I1316,A,13:45,0,0.09293699
6258,2019,9,21,토,ARP3,ARP1,I,I1316,D,12:30,0,0.044354737
6259,2019,9,21,토,ARP3,ARP2,I,I1561,A,8:35,0,0.06684452
6260,2019,9,21,토,ARP2,ARP3,I,I1561,D,7:35,0,0.10593757
6261,2019,9,21,토,ARP3,ARP6,I,I1587,A,18:25,1,0.18059275
6262,2019,9,21,토,ARP6,ARP3,I,I1587,D,17:15,1,0.23935574
6263,2019,9,21,토,ARP3,ARP2,J,J1014,A,16:00,0,0.13406235
6264,2019,9,21,토,ARP2,ARP3,J,J1014,D,15:05,1,0.18059275
6265,2019,9,21,토,ARP2,ARP3,J,J1015,A,21:00,1,0.18059275
6266,2019,9,21,토,ARP3,ARP2,J,J1015,D,20:00,0,0.14253125
6267,2019,9,21,토,ARP3,ARP1,J,J1214,A,10:30,0,0.05691904
6268,2019,9,21,토,ARP1,ARP3,J,J1214,D,9:20,0,0.019622654
6269,2019,9,21,토,ARP1,ARP3,J,J1247,A,18:10,0,0.17480317
6270,2019,9,21,토,ARP3,ARP1,J,J1247,D,17:00,0,0.16818005
6271,2019,9,21,토,ARP3,ARP1,J,J1266,A,21:40,0,0.033044398
6272,2019,9,21,토,ARP1,ARP3,J,J1266,D,20:30,0,0.039000124
6273,2019,9,21,토,ARP6,ARP3,A,A1234,A,16:15,1,0.18059275
6274,2019,9,21,토,ARP3,ARP6,A,A1234,D,15:10,1,0.18059275
6275,2019,9,21,토,ARP3,ARP1,A,A1913,A,8:35,0,0.03166178
6276,2019,9,21,토,ARP1,ARP3,A,A1913,D,7:25,0,0.016257256
6277,2019,9,21,토,ARP1,ARP3,A,A1936,A,15:00,1,0.21258399
6278,2019,9,21,토,ARP3,ARP1,A,A1936,D,13:50,1,0.17599386
6279,2019,9,21,토,ARP1,ARP3,A,A1962,A,17:35,1,0.17972866
6280,2019,9,21,토,ARP3,ARP1,A,A1962,D,16:25,1,0.23331484
6281,2019,9,21,토,ARP3,ARP1,B,B1021,A,16:00,1,0.26682612
6282,2019,9,21,토,ARP2,ARP3,B,B1110,A,16:00,1,0.40909237
6283,2019,9,21,토,ARP3,ARP2,B,B1110,D,14:55,0,0.14636138
6284,2019,9,21,토,ARP3,ARP2,B,B1139,A,18:55,0,0.084582806
6285,2019,9,21,토,ARP2,ARP3,B,B1139,D,17:55,0,0.090073764
6286,2019,9,21,토,ARP3,ARP5,B,B1301,A,9:55,0,0.014385819
6287,2019,9,21,토,ARP5,ARP3,B,B1301,D,8:50,0,0.0121328235
6288,2019,9,21,토,ARP1,ARP3,F,F1212,A,13:55,0,0.1348176
6289,2019,9,21,토,ARP3,ARP1,F,F1212,D,12:45,0,0.06136641
6290,2019,9,21,토,ARP3,ARP1,F,F1225,A,17:45,0,0.12572592
6291,2019,9,21,토,ARP1,ARP3,F,F1225,D,16:35,0,0.15105897
6292,2019,9,21,토,ARP13,ARP3,F,F1304,A,17:15,0,0.098067164
6293,2019,9,21,토,ARP3,ARP13,F,F1304,D,16:25,1,0.18059275
6294,2019,9,21,토,ARP3,ARP1,H,H1123,A,16:55,0,0.111335516
6295,2019,9,21,토,ARP1,ARP3,H,H1123,D,15:45,0,0.05919844
6296,2019,9,21,토,ARP2,ARP3,H,H1508,A,15:00,0,0.16463411
6297,2019,9,21,토,ARP3,ARP2,H,H1508,D,14:05,1,0.18059275
6298,2019,9,21,토,ARP4,ARP3,H,H1704,A,15:30,0,0.07474917
6299,2019,9,21,토,ARP3,ARP4,H,H1704,D,14:25,1,0.18059275
6300,2019,9,21,토,ARP3,ARP1,I,I1317,A,16:30,1,0.22252744
6301,2019,9,21,토,ARP1,ARP3,I,I1317,D,15:20,1,0.21995953
6302,2019,9,21,토,ARP3,ARP1,I,I1335,A,20:15,0,0.08621284
6303,2019,9,21,토,ARP1,ARP3,I,I1335,D,19:05,1,0.20594013
6304,2019,9,21,토,ARP2,ARP3,I,I1562,A,11:30,0,0.041952282
6305,2019,9,21,토,ARP3,ARP2,I,I1562,D,10:30,0,0.14749455
6306,2019,9,21,토,ARP8,ARP3,I,I1592,A,10:20,0,0.03951931
6307,2019,9,21,토,ARP3,ARP8,I,I1592,D,9:30,0,0.04931715
6308,2019,9,21,토,ARP3,ARP2,J,J1016,A,17:20,1,0.18059275
6309,2019,9,21,토,ARP2,ARP3,J,J1016,D,16:20,0,0.13406235
6310,2019,9,21,토,ARP1,ARP3,J,J1215,A,11:30,0,0.14877075
6311,2019,9,21,토,ARP3,ARP1,J,J1215,D,10:20,0,0.06057489
6312,2019,9,21,토,ARP1,ARP3,J,J1229,A,14:55,0,0.14460981
6313,2019,9,21,토,ARP3,ARP1,J,J1229,D,13:45,0,0.14871281
6314,2019,9,21,토,ARP1,ARP3,J,J1249,A,18:30,0,0.17480317
6315,2019,9,21,토,ARP3,ARP1,J,J1249,D,17:20,0,0.16818005
6316,2019,9,21,토,ARP1,ARP3,J,J1267,A,22:15,0,0.016163617
6317,2019,9,21,토,ARP3,ARP1,J,J1267,D,21:05,0,0.11892772
6318,2019,9,21,토,ARP3,ARP4,J,J1806,A,10:35,1,0.18059275
6319,2019,9,21,토,ARP4,ARP3,J,J1806,D,9:30,0,0.04815027
6320,2019,9,21,토,ARP3,ARP8,A,A1149,A,20:15,0,0.09247276
6321,2019,9,21,토,ARP8,ARP3,A,A1149,D,19:20,0,0.14628845
6322,2019,9,21,토,ARP4,ARP3,A,A1121,D,9:30,0,0.11523351
6323,2019,9,21,토,ARP3,ARP7,A,A1161,A,7:10,0,0.043119222
6324,2019,9,21,토,ARP7,ARP3,A,A1161,D,6:20,0,0.015801609
6325,2019,9,21,토,ARP3,ARP4,A,A1129,A,20:15,0,0.16598302
6326,2019,9,21,토,ARP4,ARP3,A,A1129,D,19:10,1,0.18059275
6327,2019,9,21,토,ARP7,ARP3,A,A1168,A,21:40,0,0.16690055
6328,2019,9,21,토,ARP3,ARP7,A,A1168,D,20:50,0,0.10476759
6329,2019,9,21,토,ARP8,ARP3,A,A1140,A,9:25,0,0.059414893
6330,2019,9,21,토,ARP3,ARP8,A,A1140,D,8:35,0,0.09593564
6331,2019,9,21,토,ARP3,ARP8,A,A1141,A,10:45,1,0.18059275
6332,2019,9,21,토,ARP8,ARP3,A,A1141,D,9:55,0,0.0893867
6333,2019,9,21,토,ARP3,ARP9,A,A1197,A,12:35,0,0.05244088
6334,2019,9,21,토,ARP9,ARP3,A,A1197,D,11:45,0,0.029464245
6335,2019,9,21,토,ARP9,ARP3,A,A1196,A,11:05,0,0.07844451
6336,2019,9,21,토,ARP3,ARP9,A,A1196,D,10:15,0,0.0980497
6337,2019,9,21,토,ARP9,ARP3,A,A1198,A,15:25,0,0.16757339
6338,2019,9,21,토,ARP3,ARP9,A,A1198,D,14:35,0,0.1397897
6339,2019,9,21,토,ARP3,ARP4,A,A1121,A,10:30,0,0.110400915
6340,2019,9,21,토,ARP4,ARP3,A,A1120,A,9:00,0,0.084165394
6341,2019,9,21,토,ARP3,ARP4,A,A1120,D,8:00,0,0.0235399
6342,2019,9,21,토,ARP8,ARP3,A,A1142,A,12:05,0,0.07844013
6343,2019,9,21,토,ARP3,ARP8,A,A1142,D,11:10,0,0.09631166
6344,2019,9,21,토,ARP3,ARP8,A,A1143,A,13:40,1,0.18059275
6345,2019,9,21,토,ARP8,ARP3,A,A1143,D,12:45,1,0.18059275
6346,2019,9,21,토,ARP4,ARP3,A,A1124,A,12:45,0,0.035516143
6347,2019,9,21,토,ARP3,ARP4,A,A1124,D,11:40,0,0.05112502
6348,2019,9,21,토,ARP8,ARP3,A,A1148,A,18:40,0,0.16169074
6349,2019,9,21,토,ARP3,ARP8,A,A1148,D,17:45,0,0.14751819
6350,2019,9,21,토,ARP4,ARP3,J,J1805,A,8:40,0,0.02861157
6351,2019,9,21,토,ARP3,ARP1,I,I1301,A,7:20,0,0.011101067
6352,2019,9,21,토,ARP1,ARP3,I,I1301,D,6:05,0,0.017035007
6353,2019,9,21,토,ARP3,ARP8,A,A1145,A,15:30,0,0.13477692
6354,2019,9,21,토,ARP8,ARP3,A,A1145,D,14:40,0,0.10452795
6355,2019,9,21,토,ARP1,ARP3,I,I1302,A,8:10,0,0.05093357
6356,2019,9,21,토,ARP3,ARP1,I,I1302,D,7:05,0,0.010756135
6357,2019,9,21,토,ARP3,ARP8,A,A1147,A,18:55,0,0.090607345
6358,2019,9,21,토,ARP8,ARP3,A,A1147,D,18:00,0,0.090607345
6359,2019,9,21,토,ARP8,ARP3,A,A1144,A,14:05,0,0.13743347
6360,2019,9,21,토,ARP3,ARP8,A,A1144,D,13:10,0,0.15987524
6361,2019,9,21,토,ARP4,ARP15,J,J1416,A,20:35,0,0.058247626
6362,2019,9,21,토,ARP15,ARP4,J,J1416,D,19:35,1,0.38839576
6363,2019,9,21,토,ARP4,ARP3,J,J1807,A,10:20,0,0.035286427
6364,2019,9,21,토,ARP3,ARP4,J,J1807,D,9:15,0,0.04945931
6365,2019,9,21,토,ARP3,ARP4,J,J1805,D,7:35,0,0.014994055
6366,2019,9,21,토,ARP3,ARP4,J,J1808,A,12:05,1,0.18059275
6367,2019,9,21,토,ARP4,ARP3,J,J1808,D,11:00,0,0.0941273
6368,2019,9,21,토,ARP3,ARP4,A,A1125,A,14:30,0,0.15022084
6369,2019,9,21,토,ARP4,ARP3,A,A1125,D,13:25,0,0.0874196
6370,2019,9,21,토,ARP4,ARP3,A,A1128,A,18:30,0,0.06727329
6371,2019,9,21,토,ARP3,ARP4,A,A1128,D,17:25,0,0.113209546
6372,2019,9,21,토,ARP8,ARP3,A,A1146,A,17:25,0,0.14751819
6373,2019,9,21,토,ARP3,ARP8,A,A1146,D,16:35,0,0.16675895
6374,2019,9,21,토,ARP3,ARP4,J,J1812,A,18:40,1,0.2249231
6375,2019,9,21,토,ARP4,ARP3,J,J1812,D,17:35,1,0.18059275
6376,2019,9,21,토,ARP4,ARP3,J,J1811,A,16:10,0,0.13262716
6377,2019,9,21,토,ARP3,ARP4,J,J1811,D,15:05,0,0.10642022
6378,2019,9,21,토,ARP3,ARP9,A,A1199,A,16:50,0,0.09425071
6379,2019,9,21,토,ARP9,ARP3,A,A1199,D,16:00,0,0.09425071
6380,2019,9,21,토,ARP4,ARP3,J,J1813,A,17:45,0,0.117298394
6381,2019,9,21,토,ARP3,ARP4,J,J1813,D,16:40,0,0.13262716
6382,2019,9,21,토,ARP3,ARP4,J,J1814,A,19:25,0,0.13284901
6383,2019,9,21,토,ARP4,ARP3,J,J1814,D,18:20,1,0.2249231
6384,2019,9,21,토,ARP3,ARP1,I,I1303,A,7:25,0,0.011101067
6385,2019,9,21,토,ARP1,ARP3,I,I1303,D,6:10,0,0.017035007
6386,2019,9,21,토,ARP1,ARP3,I,I1304,A,9:15,0,0.0641315
6387,2019,9,21,토,ARP3,ARP1,I,I1304,D,7:55,0,0.010756135
6388,2019,9,21,토,ARP3,ARP1,I,I1305,A,8:40,0,0.055003166
6389,2019,9,21,토,ARP1,ARP3,I,I1305,D,7:25,0,0.011101067
6390,2019,9,21,토,ARP3,ARP5,J,J1824,A,14:40,0,0.03385526
6391,2019,9,21,토,ARP5,ARP3,J,J1824,D,13:35,0,0.038867682
6392,2019,9,21,토,ARP1,ARP3,I,I1307,D,8:45,0,0.055003166
6393,2019,9,21,토,ARP3,ARP1,I,I1307,A,9:55,0,0.063999385
6394,2019,9,21,토,ARP1,ARP3,I,I1306,A,9:30,0,0.0641315
6395,2019,9,21,토,ARP3,ARP1,I,I1306,D,8:15,0,0.05093357
6396,2019,9,21,토,ARP3,ARP1,I,I1309,A,11:05,0,0.08114624
6397,2019,9,21,토,ARP1,ARP3,I,I1309,D,9:50,0,0.063999385
6398,2019,9,21,토,ARP15,ARP4,J,J1413,A,8:15,0,0.05108884
6399,2019,9,21,토,ARP4,ARP15,J,J1413,D,7:10,0,0.05021909
6400,2019,9,21,토,ARP14,ARP3,J,J1855,A,12:25,0,0.01437366
6401,2019,9,21,토,ARP3,ARP14,J,J1855,D,11:15,0,0.08843002
6402,2019,9,21,토,ARP14,ARP3,J,J1857,A,20:20,0,0.028260976
6403,2019,9,21,토,ARP3,ARP14,J,J1857,D,19:10,0,0.07625359
6404,2019,9,21,토,ARP3,ARP8,J,J1904,A,11:00,1,0.18059275
6405,2019,9,21,토,ARP8,ARP3,J,J1904,D,10:10,1,0.18059275
6406,2019,9,21,토,ARP8,ARP3,J,J1905,A,9:35,0,0.04396656
6407,2019,9,21,토,ARP3,ARP8,J,J1905,D,8:40,0,0.08169505
6408,2019,9,21,토,ARP3,ARP13,J,J1920,A,16:25,1,0.20787889
6409,2019,9,21,토,ARP13,ARP3,J,J1920,D,15:25,1,0.2625519
6410,2019,9,21,토,ARP3,ARP8,J,J1906,A,14:25,1,0.18059275
6411,2019,9,21,토,ARP8,ARP3,J,J1906,D,13:25,1,0.18059275
6412,2019,9,21,토,ARP5,ARP3,J,J1825,A,12:55,0,0.015699804
6413,2019,9,21,토,ARP3,ARP5,J,J1825,D,11:50,0,0.07813153
6414,2019,9,21,토,ARP8,ARP3,J,J1907,A,12:50,0,0.029784918
6415,2019,9,21,토,ARP3,ARP8,J,J1907,D,11:50,0,0.09769848
6416,2019,9,21,토,ARP3,ARP14,J,J1854,A,14:30,0,0.042963803
6417,2019,9,21,토,ARP14,ARP3,J,J1854,D,13:20,0,0.14280286
6418,2019,9,21,토,ARP3,ARP8,J,J1908,A,17:45,1,0.18059275
6419,2019,9,21,토,ARP8,ARP3,J,J1908,D,16:45,1,0.18059275
6420,2019,9,21,토,ARP8,ARP3,J,J1909,A,16:10,0,0.13904926
6421,2019,9,21,토,ARP3,ARP8,J,J1909,D,15:10,0,0.13366899
6422,2019,9,21,토,ARP8,ARP3,J,J1911,A,18:50,0,0.06879109
6423,2019,9,21,토,ARP3,ARP8,J,J1911,D,17:50,0,0.15233508
6424,2019,9,21,토,ARP3,ARP8,J,J1910,A,20:25,1,0.18059275
6425,2019,9,21,토,ARP8,ARP3,J,J1910,D,19:25,1,0.18059275
6426,2019,9,22,일,ARP13,ARP3,J,J1921,A,14:45,0,0.08507538
6427,2019,9,22,일,ARP3,ARP13,J,J1921,D,13:40,1,0.18059275
6428,2019,9,22,일,ARP1,ARP3,L,L1720,A,14:40,1,0.21266112
6429,2019,9,22,일,ARP1,ARP3,L,L1728,A,18:15,1,0.28176495
6430,2019,9,22,일,ARP3,ARP1,L,L1728,D,17:05,1,0.27672172
6431,2019,9,22,일,ARP4,ARP3,L,L1807,D,16:25,1,0.18976149
6432,2019,9,22,일,ARP3,ARP9,J,J1934,A,10:19,1,0.18059275
6433,2019,9,22,일,ARP9,ARP3,J,J1934,D,9:10,0,0.02529034
6434,2019,9,22,일,ARP1,ARP3,L,L1702,A,9:05,0,0.032578617
6435,2019,9,22,일,ARP3,ARP1,L,L1702,D,7:55,0,0.013814926
6436,2019,9,22,일,ARP3,ARP1,L,L1720,D,13:30,1,0.28176495
6437,2019,9,22,일,ARP4,ARP3,L,L1808,A,20:10,0,0.05996096
6438,2019,9,22,일,ARP3,ARP4,L,L1808,D,19:10,0,0.16322097
6439,2019,9,22,일,ARP3,ARP1,L,L1703,A,8:10,0,0.034722537
6440,2019,9,22,일,ARP1,ARP3,L,L1703,D,7:00,0,0.008053601
6441,2019,9,22,일,ARP3,ARP1,L,L1731,A,19:20,0,0.13584933
6442,2019,9,22,일,ARP1,ARP3,L,L1731,D,18:10,1,0.2068989
6443,2019,9,22,일,ARP3,ARP4,L,L1809,A,20:35,0,0.15074852
6444,2019,9,22,일,ARP4,ARP3,L,L1809,D,19:35,1,0.2819454
6445,2019,9,22,일,ARP9,ARP3,J,J1935,A,19:15,0,0.067420214
6446,2019,9,22,일,ARP3,ARP9,J,J1935,D,18:15,0,0.093856215
6447,2019,9,22,일,ARP3,ARP1,L,L1705,A,9:25,0,0.033340394
6448,2019,9,22,일,ARP1,ARP3,L,L1705,D,8:15,0,0.034722537
6449,2019,9,22,일,ARP1,ARP3,L,L1732,A,21:05,1,0.28176495
6450,2019,9,22,일,ARP3,ARP1,L,L1732,D,19:55,0,0.17180967
6451,2019,9,22,일,ARP4,ARP3,L,L1810,A,22:10,0,0.10590249
6452,2019,9,22,일,ARP3,ARP4,L,L1810,D,21:10,1,0.4113953
6453,2019,9,22,일,ARP1,ARP3,L,L1706,A,9:55,0,0.032578617
6454,2019,9,22,일,ARP3,ARP1,L,L1706,D,8:45,0,0.055275887
6455,2019,9,22,일,ARP3,ARP1,L,L1733,A,19:35,0,0.13584933
6456,2019,9,22,일,ARP1,ARP3,L,L1733,D,18:25,1,0.2068989
6457,2019,9,22,일,ARP3,ARP8,L,L1901,A,10:25,1,0.23773319
6458,2019,9,22,일,ARP8,ARP3,L,L1901,D,9:30,0,0.13636303
6459,2019,9,22,일,ARP3,ARP6,J,J1954,A,9:25,0,0.08102423
6460,2019,9,22,일,ARP6,ARP3,J,J1954,D,8:20,0,0.041348934
6461,2019,9,22,일,ARP3,ARP1,L,L1707,A,10:55,0,0.06013608
6462,2019,9,22,일,ARP1,ARP3,L,L1707,D,9:45,0,0.033340394
6463,2019,9,22,일,ARP1,ARP3,L,L1734,A,21:40,1,0.28176495
6464,2019,9,22,일,ARP3,ARP1,L,L1734,D,20:30,1,0.28176495
6465,2019,9,22,일,ARP8,ARP3,L,L1902,A,8:55,0,0.12036151
6466,2019,9,22,일,ARP6,ARP3,J,J1955,A,11:10,0,0.14272064
6467,2019,9,22,일,ARP3,ARP6,J,J1955,D,10:05,0,0.12451193
6468,2019,9,22,일,ARP3,ARP1,L,L1735,A,20:00,1,0.28176495
6469,2019,9,22,일,ARP1,ARP3,L,L1735,D,18:50,1,0.2068989
6470,2019,9,22,일,ARP3,ARP8,L,L1902,D,8:05,0,0.12036151
6471,2019,9,22,일,ARP3,ARP6,J,J1956,A,15:20,1,0.18766317
6472,2019,9,22,일,ARP6,ARP3,J,J1956,D,14:15,1,0.24771899
6473,2019,9,22,일,ARP1,ARP3,L,L1708,A,11:10,0,0.16229165
6474,2019,9,22,일,ARP3,ARP1,L,L1708,D,10:00,0,0.0628154
6475,2019,9,22,일,ARP1,ARP3,L,L1736,A,22:15,0,0.023023993
6476,2019,9,22,일,ARP3,ARP1,L,L1736,D,21:05,1,0.28176495
6477,2019,9,22,일,ARP3,ARP8,L,L1903,A,12:55,1,0.30080527
6478,2019,9,22,일,ARP8,ARP3,L,L1903,D,12:10,1,0.30080527
6479,2019,9,22,일,ARP6,ARP3,J,J1957,A,13:35,0,0.1738595
6480,2019,9,22,일,ARP3,ARP6,J,J1957,D,12:30,1,0.20116901
6481,2019,9,22,일,ARP1,ARP3,L,L1710,A,12:15,0,0.093405336
6482,2019,9,22,일,ARP3,ARP1,L,L1710,D,11:05,0,0.16229165
6483,2019,9,22,일,ARP3,ARP4,L,L1801,A,7:20,0,0.027055204
6484,2019,9,22,일,ARP4,ARP3,L,L1801,D,6:20,0,0.0154747665
6485,2019,9,22,일,ARP8,ARP3,L,L1904,A,11:40,0,0.1134226
6486,2019,9,22,일,ARP3,ARP8,L,L1904,D,10:50,1,0.18782598
6487,2019,9,22,일,ARP3,ARP8,L,L1905,A,15:30,1,0.18871927
6488,2019,9,22,일,ARP8,ARP3,L,L1905,D,14:45,1,0.5919424
6489,2019,9,22,일,ARP6,ARP3,J,J1959,A,16:40,1,0.4449938
6490,2019,9,22,일,ARP1,ARP3,L,L1712,A,12:45,0,0.093405336
6491,2019,9,22,일,ARP3,ARP1,L,L1712,D,11:35,0,0.16229165
6492,2019,9,22,일,ARP1,ARP3,L,L1722,A,16:15,0,0.14310715
6493,2019,9,22,일,ARP3,ARP1,L,L1722,D,15:05,1,0.28176495
6494,2019,9,22,일,ARP4,ARP3,L,L1802,A,9:25,0,0.04430607
6495,2019,9,22,일,ARP3,ARP4,L,L1802,D,8:25,0,0.13058907
6496,2019,9,22,일,ARP3,ARP6,J,J1959,D,15:30,0,0.16088745
6497,2019,9,22,일,ARP3,ARP1,L,L1713,A,12:55,0,0.08448151
6498,2019,9,22,일,ARP1,ARP3,L,L1713,D,11:45,0,0.15135852
6499,2019,9,22,일,ARP3,ARP1,L,L1723,A,15:45,1,0.27083606
6500,2019,9,22,일,ARP1,ARP3,L,L1723,D,14:35,1,0.18312538
6501,2019,9,22,일,ARP3,ARP4,L,L1803,A,9:55,0,0.10974699
6502,2019,9,22,일,ARP4,ARP3,L,L1803,D,8:55,0,0.04370898
6503,2019,9,22,일,ARP8,ARP3,L,L1906,A,14:15,1,0.24944723
6504,2019,9,22,일,ARP3,ARP8,L,L1906,D,13:25,1,0.4654895
6505,2019,9,22,일,ARP3,ARP7,L,L1931,A,7:30,0,0.018859714
6506,2019,9,22,일,ARP3,ARP6,J,J1960,A,18:25,1,0.42090854
6507,2019,9,22,일,ARP6,ARP3,J,J1960,D,17:20,1,0.35160157
6508,2019,9,22,일,ARP3,ARP1,L,L1715,A,14:00,1,0.18312538
6509,2019,9,22,일,ARP1,ARP3,L,L1715,D,12:50,0,0.08448151
6510,2019,9,22,일,ARP3,ARP1,L,L1725,A,16:25,0,0.16491103
6511,2019,9,22,일,ARP1,ARP3,L,L1725,D,15:15,1,0.27083606
6512,2019,9,22,일,ARP4,ARP3,L,L1804,A,15:50,0,0.13442007
6513,2019,9,22,일,ARP3,ARP4,L,L1804,D,14:45,1,0.25714165
6514,2019,9,22,일,ARP7,ARP3,L,L1931,D,6:40,0,0.020484507
6515,2019,9,22,일,ARP3,ARP10,M,M1361,A,11:25,0,0.07878965
6516,2019,9,22,일,ARP10,ARP3,M,M1361,D,9:50,0,0.046969175
6517,2019,9,22,일,ARP3,ARP4,L,L1805,A,11:05,0,0.0825811
6518,2019,9,22,일,ARP4,ARP3,L,L1805,D,10:05,0,0.10198477
6519,2019,9,22,일,ARP7,ARP3,L,L1932,A,19:00,0,0.0812777
6520,2019,9,22,일,ARP3,ARP7,L,L1932,D,18:10,0,0.114946455
6521,2019,9,22,일,ARP3,ARP10,M,M1363,A,18:10,1,0.37891924
6522,2019,9,22,일,ARP10,ARP3,M,M1363,D,16:50,1,0.2831297
6523,2019,9,22,일,ARP3,ARP1,L,L1717,A,14:30,1,0.18312538
6524,2019,9,22,일,ARP1,ARP3,L,L1717,D,13:20,1,0.2670482
6525,2019,9,22,일,ARP1,ARP3,L,L1726,A,17:30,1,0.27672172
6526,2019,9,22,일,ARP3,ARP1,L,L1726,D,16:20,0,0.14310715
6527,2019,9,22,일,ARP4,ARP3,L,L1806,A,19:05,0,0.16322097
6528,2019,9,22,일,ARP3,ARP4,L,L1806,D,18:05,1,0.18059275
6529,2019,9,22,일,ARP1,ARP3,L,L1718,A,13:55,1,0.28176495
6530,2019,9,22,일,ARP3,ARP1,L,L1718,D,12:45,0,0.093405336
6531,2019,9,22,일,ARP3,ARP1,L,L1727,A,18:35,1,0.2068989
6532,2019,9,22,일,ARP1,ARP3,L,L1727,D,17:25,1,0.28176495
6533,2019,9,22,일,ARP3,ARP4,L,L1807,A,17:30,1,0.2689289
6534,2019,9,22,일,ARP1,ARP4,B,B1850,A,21:00,0,0.03177175
6535,2019,9,22,일,ARP4,ARP1,B,B1850,D,20:05,0,0.07687688
6536,2019,9,22,일,ARP5,ARP1,J,J1606,A,11:30,0,0.10490778
6537,2019,9,22,일,ARP1,ARP5,J,J1606,D,10:30,1,0.18059275
6538,2019,9,22,일,ARP1,ARP5,J,J1607,A,13:10,0,0.09222448
6539,2019,9,22,일,ARP5,ARP1,J,J1607,D,12:10,0,0.087251425
6540,2019,9,22,일,ARP5,ARP1,J,J1608,A,14:50,0,0.053480417
6541,2019,9,22,일,ARP1,ARP5,J,J1608,D,13:50,0,0.089351356
6542,2019,9,22,일,ARP9,ARP1,J,J1334,A,8:30,0,0.07052219
6543,2019,9,22,일,ARP1,ARP9,J,J1334,D,7:30,0,0.025630355
6544,2019,9,22,일,ARP1,ARP5,J,J1609,A,16:30,0,0.09912902
6545,2019,9,22,일,ARP5,ARP1,J,J1609,D,15:30,0,0.030977458
6546,2019,9,22,일,ARP8,ARP1,A,A1703,A,10:30,0,0.1256966
6547,2019,9,22,일,ARP1,ARP8,A,A1703,D,9:35,0,0.045618534
6548,2019,9,22,일,ARP1,ARP9,J,J1335,A,18:05,0,0.16480878
6549,2019,9,22,일,ARP9,ARP1,J,J1335,D,17:05,1,0.18059275
6550,2019,9,22,일,ARP1,ARP8,A,A1704,A,11:55,0,0.10956937
6551,2019,9,22,일,ARP8,ARP1,A,A1704,D,11:00,0,0.10956937
6552,2019,9,22,일,ARP5,ARP1,J,J1610,A,17:45,0,0.06790143
6553,2019,9,22,일,ARP1,ARP5,J,J1610,D,16:45,0,0.07277933
6554,2019,9,22,일,ARP8,ARP1,A,A1707,A,16:50,0,0.08765656
6555,2019,9,22,일,ARP1,ARP8,A,A1707,D,16:00,0,0.08765656
6556,2019,9,22,일,ARP1,ARP5,J,J1611,A,19:25,0,0.09248912
6557,2019,9,22,일,ARP5,ARP1,J,J1611,D,18:25,0,0.11188853
6558,2019,9,22,일,ARP9,ARP1,J,J1336,A,16:25,0,0.09959048
6559,2019,9,22,일,ARP1,ARP9,J,J1336,D,15:25,0,0.06293905
